image_name,mean,max,min
img_6930,1548.4,2680,1097
img_6931,1245.6,1734,750
img_6932,1229.0,2197,790
img_6933,1220.1,1720,774
img_6934,1310.7,2130,983
img_6935,1204.7,2545,535
img_6936,1345.1,1801,940
img_6937,1150.3,1549,775
img_6938,1668.5,4566,854
img_6939,1008.8,1919,662
img_6940,1456.1,2647,647
img_6941,1155.1,1616,871
img_6942,1328.7,2135,722
img_6943,998.6,1420,778
img_6944,1239.8,1677,722
img_6945,1148.9,1614,815
img_6946,963.0,1302,653
img_6947,1516.1,4087,942
img_6948,1052.7,1551,751
img_6949,985.2,1367,734
img_6950,1393.1,3575,894
img_6951,1369.5,2238,768
img_6952,1098.1,1958,798
img_6953,1110.0,1423,735
img_6954,1151.3,1805,753
img_6955,1193.5,1511,702
img_6956,1061.5,2129,806
img_6957,1147.7,1592,750
img_6958,1239.9,3941,656
img_6959,1162.8,2035,590
img_6960,1583.6,4336,446
img_6961,1767.1,3647,811
img_6962,1140.1,2556,749
img_6963,1068.8,1467,758
img_6964,1255.2,3240,543
img_6965,1299.6,3731,741
img_6966,919.5,1271,695
img_6967,3595.2,20464,783
img_6968,1401.7,1999,1014
img_6969,1021.0,1455,647
img_6970,1136.5,1695,815
img_6971,1236.4,2973,654
img_6972,1183.8,2020,728
img_6973,1271.7,4031,772
img_6974,1478.8,4563,727
img_6975,1725.1,7582,746
img_6976,1183.2,3174,723
img_6977,1274.2,1909,1028
img_6978,1594.1,5174,769
img_6979,2844.7,8948,997
img_6980,1961.7,5992,719
img_6981,1130.7,1952,739
img_6982,987.1,1197,758
img_6983,1584.0,6951,708
img_6984,1048.4,1281,748
img_6985,1347.1,3144,749
img_6986,1092.3,1756,679
img_6987,1318.0,2879,718
img_6988,942.2,1286,654
img_6989,1238.3,2666,610
img_6990,1209.0,2470,703
img_6991,1613.9,4329,816
img_6992,1504.3,2310,638
img_6993,1332.0,4194,837
img_6994,1022.9,1346,807
img_6995,903.4,1439,590
img_6996,1077.3,1444,775
img_6997,1355.1,2062,843
img_6998,1241.3,2222,543
img_6999,988.4,1246,838
img_7000,1485.5,3835,853
img_7001,1554.4,3498,692
img_7002,1963.6,4790,853
img_7003,1599.7,3672,910
img_7004,1423.6,3247,623
img_7005,1316.9,3463,671
img_7006,1344.3,2151,948
img_7007,1497.3,3857,919
img_7008,2265.5,8393,976
img_7009,1104.7,2323,792
img_7010,1505.1,5395,878
img_7011,1320.1,1791,991
img_7012,1046.3,1901,711
img_7013,1471.5,3280,783
img_7014,1550.3,2946,1006
img_7015,1327.4,2364,672
img_7016,1376.3,2534,788
img_7017,1298.2,2183,511
img_7018,1250.7,2083,821
img_7019,1375.9,2513,828
img_7020,1197.1,2058,847
img_7021,1589.8,4936,679
img_7022,2799.9,16216,797
img_7023,1390.9,3164,829
img_7024,845.9,1221,580
img_7025,1349.7,2590,735
img_7026,1207.4,2662,739
img_7027,1037.1,1623,806
img_7028,1178.7,2647,689
img_7029,1042.3,2205,788
img_7030,1313.9,4044,685
img_7031,902.8,1119,773
img_7032,1696.2,4200,765
img_7033,847.5,1126,569
img_7034,1231.7,1936,764
img_7035,958.4,1260,769
img_7036,1614.8,7015,783
img_7037,1148.6,1795,718
img_7038,1281.7,1831,973
img_7039,2526.3,14363,766
img_7040,958.0,1613,654
img_7041,1268.1,2962,838
img_7042,1855.4,6633,1020
img_7043,1317.7,2398,701
img_7044,1513.1,5384,687
img_7045,1349.8,2044,790
img_7046,1299.9,2536,707
img_7047,1082.2,1414,807
img_7048,1375.2,3367,622
img_7049,2725.7,15375,813
img_7050,1230.9,1954,966
img_7051,1526.9,5607,814
img_7052,896.5,1354,742
img_7053,1268.1,2398,816
img_7054,1055.1,1479,727
img_7055,1001.4,1949,758
img_7056,1010.2,1693,710
img_7057,2034.4,9433,591
img_7058,1084.7,1700,766
img_7059,1529.1,2709,929
img_7060,1433.7,2190,1109
img_7061,1647.2,4520,757
img_7062,1692.3,5405,846
img_7063,1092.4,2126,645
img_7064,1128.7,1663,807
img_7065,1575.0,4852,854
img_7066,982.7,1267,688
img_7067,1175.6,1807,727
img_7068,1188.5,2727,638
img_7069,1557.4,2383,1003
img_7070,957.8,1522,661
img_7071,1401.7,3274,863
img_7072,1189.0,1430,975
img_7073,1204.8,1767,572
img_7074,1032.0,1532,725
img_7075,1147.6,2343,647
img_7076,1182.3,2445,607
img_7077,1139.1,2828,735
img_7078,1059.7,1704,711
img_7079,903.0,1615,646
img_7080,1998.4,4849,919
img_7081,1110.7,2144,721
img_7082,1179.9,2022,774
img_7083,1615.5,3920,639
img_7084,1040.4,2154,681
img_7085,1326.6,1847,815
img_7086,908.1,1304,718
img_7087,1244.8,2949,639
img_7088,3328.3,18730,898
img_7089,2267.9,8900,990
img_7090,2036.9,6895,743
img_7091,1020.7,1547,685
img_7092,864.8,1287,679
img_7093,1367.7,2664,783
img_7094,1005.1,1439,631
img_7095,1325.5,2183,855
img_7096,1500.0,3424,582
img_7097,933.8,1560,727
img_7098,1051.8,1359,718
img_7099,1687.0,4007,1007
img_7100,1075.2,1220,871
img_7101,2056.9,8649,703
img_7102,1027.7,1239,646
img_7103,2234.5,9361,752
img_7104,2261.2,8260,842
img_7105,2090.8,11502,672
img_7106,1454.3,4074,796
img_7107,1234.6,3736,582
img_7108,1292.2,1718,1046
img_7109,893.6,1391,694
img_7110,1443.8,2609,866
img_7111,1277.7,2912,695
img_7112,1303.5,2140,942
img_7113,2317.6,7192,789
img_7114,1261.9,2614,823
img_7115,1725.8,3143,774
img_7116,1889.9,9199,910
img_7117,1065.2,1783,766
img_7118,976.8,1239,696
img_7119,959.4,1269,690
img_7120,1172.6,3074,767
img_7121,1086.5,2231,647
img_7122,1167.4,1715,774
img_7123,1476.7,4015,870
img_7124,1024.0,1494,776
img_7125,1140.1,1728,659
img_7126,1032.4,1703,638
img_7127,1069.5,1568,719
img_7128,1180.4,1479,886
img_7129,1759.5,2880,1038
img_7130,1159.0,2368,735
img_7131,1089.7,1695,702
img_7132,1821.9,6375,771
img_7133,1418.4,6399,620
img_7134,1214.9,1933,859
img_7135,1489.9,2212,646
img_7136,910.0,1315,622
img_7137,1742.8,3975,733
img_7138,1401.5,1838,982
img_7139,1421.5,3174,719
img_7140,1012.3,2103,658
img_7141,1573.0,5787,935
img_7142,1048.0,1381,767
img_7143,1941.1,6607,631
img_7144,1116.8,1921,711
img_7145,2677.5,14403,823
img_7146,1115.5,2281,623
img_7147,1244.2,2441,753
img_7148,1902.0,7840,773
img_7149,2726.2,10660,518
img_7150,1150.4,1709,902
img_7151,1210.7,1704,983
img_7152,1212.5,1830,680
img_7153,975.7,1517,662
img_7154,1312.0,2169,742
img_7155,1286.2,3238,832
img_7156,1146.5,1623,894
img_7157,1347.5,3959,542
img_7158,1018.6,1247,871
img_7159,1404.6,2822,751
img_7160,1206.3,1920,671
img_7161,1170.2,2074,869
img_7162,1304.6,2374,343
img_7163,1229.2,1928,812
img_7164,1023.0,1343,703
img_7165,1390.6,5091,822
img_7166,1189.9,1951,824
img_7167,1288.6,3724,766
img_7168,1148.2,1639,647
img_7169,1034.0,1627,750
img_7170,1098.2,1695,630
img_7171,1391.9,2691,845
img_7172,1076.3,2608,630
img_7173,1576.9,6178,751
img_7174,1140.7,1512,845
img_7175,1267.1,2956,686
img_7176,1056.6,2150,733
img_7177,1440.7,4171,799
img_7178,1354.2,3505,639
img_7179,1009.1,1583,755
img_7180,1998.3,9313,765
img_7181,1026.9,1382,743
img_7182,1044.4,1548,720
img_7183,2441.5,7840,1126
img_7184,1101.5,2006,674
img_7185,1593.2,5822,759
img_7186,1251.4,3448,702
img_7187,1086.9,1885,679
img_7188,1223.5,3231,550
img_7189,1597.1,7039,750
img_7190,1360.9,3344,847
img_7191,1405.4,2686,852
img_7192,1390.6,3139,693
img_7193,1258.4,3477,784
img_7194,1854.7,4611,965
img_7195,1341.4,5079,495
img_7196,1770.7,4399,870
img_7197,1386.7,5753,719
img_7198,1332.6,2248,740
img_7199,1733.7,4639,743
img_7200,1395.3,2870,848
img_7201,1150.9,2629,654
img_7202,987.8,1274,742
img_7203,2102.6,3975,750
img_7204,1493.3,5134,719
img_7205,2037.0,9873,815
img_7206,1240.9,2279,742
img_7207,1519.1,5162,666
img_7208,1042.5,1633,773
img_7209,1776.5,5704,750
img_7210,1683.2,3111,831
img_7211,989.6,1480,504
img_7212,2071.5,7230,786
img_7213,1108.9,1710,869
img_7214,5297.0,41703,813
img_7215,1573.6,2332,814
img_7216,1496.8,2452,839
img_7217,2033.0,6159,854
img_7218,1109.9,1884,759
img_7219,1342.4,2855,943
img_7220,1645.1,2298,926
img_7221,1032.7,1488,706
img_7222,1312.3,1492,1133
img_7223,1041.5,1476,807
img_7224,1368.2,3291,757
img_7225,2815.0,6928,542
img_7226,1523.2,3623,765
img_7227,1000.4,1911,749
img_7228,1684.7,4281,1126
img_7229,2062.2,4616,902
img_7230,1024.8,1721,774
img_7231,1079.8,1869,684
img_7232,1971.6,5871,1005
img_7233,1057.7,2150,792
img_7234,1179.8,3073,558
img_7235,1320.7,2019,935
img_7236,994.1,1523,623
img_7237,1962.8,5438,953
img_7238,2236.3,13438,886
img_7239,1189.4,3976,631
img_7240,1184.0,2052,598
img_7241,2156.8,5210,1338
img_7242,1530.2,2402,903
img_7243,1634.3,4346,910
img_7244,1145.2,1703,936
img_7245,1270.5,3046,798
img_7246,1528.2,4639,806
img_7247,1269.4,2182,942
img_7248,1281.3,1796,935
img_7249,1061.6,1783,709
img_7250,1531.5,2552,997
img_7251,1139.8,1312,895
img_7252,1413.8,2227,974
img_7253,1426.8,3463,670
img_7254,1667.4,5154,880
img_7255,4629.7,28760,774
img_7256,960.5,1328,759
img_7257,1091.0,1543,798
img_7258,1073.3,2053,719
img_7259,1204.1,2503,750
img_7260,987.9,1303,735
img_7261,1347.7,5207,686
img_7262,2099.9,7076,1064
img_7263,1124.7,1999,676
img_7264,1631.8,4384,918
img_7265,1293.8,2062,928
img_7266,3463.1,17472,998
img_7267,1178.4,1758,814
img_7268,1368.3,2438,960
img_7269,1922.3,5885,751
img_7270,1197.6,2281,751
img_7271,1248.5,3448,685
img_7272,1345.2,2103,1014
img_7273,1655.3,4832,566
img_7274,1076.3,2069,655
img_7275,1139.4,2767,702
img_7276,2010.5,8433,961
img_7277,1804.6,5993,798
img_7278,1056.6,2588,741
img_7279,1157.5,1771,800
img_7280,1676.7,5230,733
img_7281,1397.2,5311,782
img_7282,1018.7,1206,678
img_7283,1661.1,5168,628
img_7284,1480.8,2482,1031
img_7285,1266.4,1839,807
img_7286,980.2,1371,679
img_7287,1148.8,2430,727
img_7288,1610.4,2381,1040
img_7289,985.1,1212,662
img_7290,1243.0,2734,795
img_7291,902.7,1287,603
img_7292,923.2,1207,606
img_7293,1272.3,2702,725
img_7294,1825.7,3142,1125
img_7295,928.5,1310,622
img_7296,1128.5,1789,791
img_7297,1173.0,1702,741
img_7298,1636.6,2757,942
img_7299,897.9,1231,612
img_7300,1302.9,2470,718
img_7301,1279.7,2023,983
img_7302,1311.0,2305,857
img_7303,928.9,1279,662
img_7304,1019.7,1271,863
img_7305,1449.1,2319,638
img_7306,1132.9,2028,733
img_7307,1747.8,3648,1284
img_7308,1147.6,2265,598
img_7309,1801.7,8912,702
img_7310,950.1,1415,679
img_7311,1464.7,4869,534
img_7312,1337.2,1890,1120
img_7313,1172.7,1760,765
img_7314,1683.6,5606,718
img_7315,1029.3,1263,790
img_7316,1201.9,2306,784
img_7317,1635.4,6684,639
img_7318,1264.3,1791,863
img_7319,1388.4,2676,924
img_7320,1437.1,1678,878
img_7321,1583.0,2360,823
img_7322,3688.5,22850,921
img_7323,1399.6,3394,727
img_7324,1114.7,1542,829
img_7325,1616.8,2929,983
img_7326,1446.4,2288,751
img_7327,2031.7,9226,774
img_7328,1385.1,2103,807
img_7329,1188.9,1617,703
img_7330,1322.0,2514,687
img_7331,1256.5,2617,663
img_7332,1159.7,2455,765
img_7333,1467.6,3303,733
img_7334,1561.0,4023,1080
img_7335,968.3,1175,702
img_7336,1310.7,4586,639
img_7337,1047.4,1518,719
img_7338,1450.9,2559,854
img_7339,1337.1,2776,791
img_7340,1364.4,3359,935
img_7341,1038.3,1269,815
img_7342,949.7,1454,543
img_7343,1250.6,2398,871
img_7344,1393.9,3487,649
img_7345,1179.2,2350,839
img_7346,1015.4,1489,828
img_7347,1144.9,2648,830
img_7348,1558.3,4949,684
img_7349,1434.0,3342,823
img_7350,1339.4,3232,710
img_7351,1150.1,2399,526
img_7352,1498.0,6141,759
img_7353,877.6,1126,518
img_7354,1130.8,1490,813
img_7355,1431.3,1991,974
img_7356,986.4,1406,590
img_7357,993.9,1182,715
img_7358,910.3,1459,560
img_7359,2283.3,7704,997
img_7360,1207.8,1899,743
img_7361,1457.5,4407,735
img_7362,2230.0,4983,919
img_7363,1339.7,2238,697
img_7364,1154.7,2078,895
img_7365,1304.8,2214,894
img_7366,1382.0,3950,885
img_7367,1137.1,1889,783
img_7368,1198.4,2779,838
img_7369,1176.2,2607,783
img_7370,1053.6,1383,836
img_7371,2295.3,11749,710
img_7372,5168.9,24008,830
img_7373,1633.8,4352,702
img_7374,1141.0,1604,767
img_7375,1444.0,1883,1014
img_7376,1168.2,1784,868
img_7377,1046.2,2181,672
img_7378,1633.0,3408,935
img_7379,1198.5,2069,846
img_7380,4592.5,30600,670
img_7381,914.9,1336,655
img_7382,1055.7,1543,721
img_7383,1647.0,2942,653
img_7384,1656.9,2928,654
img_7385,1018.3,1359,735
img_7386,1204.6,2695,652
img_7387,1449.7,2383,911
img_7388,1155.6,2031,663
img_7389,1274.0,2396,975
img_7390,974.7,1650,670
img_7391,1241.3,2392,879
img_7392,1150.7,1867,773
img_7393,1277.4,2102,919
img_7394,1332.6,2528,885
img_7395,1647.0,2904,806
img_7396,980.3,1294,785
img_7397,3043.1,6839,766
img_7398,1801.1,6695,815
img_7399,996.3,1686,590
img_7400,1214.9,1622,983
img_7401,1371.7,2514,822
img_7402,1013.6,1502,752
img_7403,1513.9,4871,861
img_7404,1855.9,5132,1071
img_7405,1205.0,1701,815
img_7406,1713.4,3952,774
img_7407,1724.5,3040,637
img_7408,1489.2,2521,903
img_7409,1286.3,1995,837
img_7410,1741.7,4576,767
img_7411,1092.6,2066,657
img_7412,1103.4,1524,799
img_7413,2004.4,10883,632
img_7414,928.0,1187,712
img_7415,961.9,1351,633
img_7416,1378.7,4794,799
img_7417,1617.4,5363,670
img_7418,2289.3,12301,894
img_7419,1650.8,2883,1094
img_7420,1380.6,2422,906
img_7421,1213.6,1750,719
img_7422,1120.5,2416,559
img_7423,1094.6,1432,711
img_7424,1161.5,2366,678
img_7425,1292.2,2864,798
img_7426,945.1,1213,692
img_7427,1153.5,1991,759
img_7428,1255.5,3219,751
img_7429,964.4,1487,703
img_7430,936.6,1573,646
img_7431,1245.0,2791,727
img_7432,1260.1,2688,791
img_7433,1329.7,1957,870
img_7434,1368.4,2262,623
img_7435,1107.6,1847,824
img_7436,910.8,1079,760
img_7437,1049.2,1258,807
img_7438,943.9,1102,775
img_7439,906.1,1631,551
img_7440,1284.1,1775,823
img_7441,1437.9,3951,815
img_7442,1339.6,4502,726
img_7443,1389.6,2448,788
img_7444,1383.3,2576,727
img_7445,1653.9,4674,727
img_7446,1283.2,4686,670
img_7447,1326.1,3308,847
img_7448,1429.7,4169,653
img_7449,975.4,1199,760
img_7450,878.9,1103,550
img_7451,1413.0,3271,783
img_7452,1335.7,2484,702
img_7453,1099.7,2006,717
img_7454,1292.6,2859,750
img_7455,1710.3,4403,608
img_7456,1241.9,2329,879
img_7457,1111.5,1415,895
img_7458,1316.8,2399,790
img_7459,1121.9,2117,806
img_7460,1091.7,1375,820
img_7461,1344.7,2106,960
img_7462,926.2,1144,662
img_7463,2950.9,12713,829
img_7464,1115.3,1428,735
img_7465,991.1,1303,739
img_7466,1351.5,3072,727
img_7467,1743.9,5457,901
img_7468,1364.6,5198,694
img_7469,1075.3,1670,739
img_7470,2140.3,5519,838
img_7471,2241.7,7127,1055
img_7472,1737.4,6352,839
img_7473,1147.5,2034,805
img_7474,908.8,1213,711
img_7475,1047.5,1320,719
img_7476,1074.4,1724,846
img_7477,992.4,1414,718
img_7478,1162.9,1783,775
img_7479,989.7,1470,690
img_7480,1254.5,2350,788
img_7481,1698.3,3224,914
img_7482,1878.0,3655,1119
img_7483,1164.5,2736,798
img_7484,1220.2,2712,829
img_7485,1046.2,1365,727
img_7486,1177.3,1551,792
img_7487,1252.8,1845,869
img_7488,1127.1,2093,871
img_7489,956.4,1469,719
img_7490,1591.3,7328,750
img_7491,1172.9,1758,725
img_7492,1785.9,7982,719
img_7493,2476.5,13040,759
img_7494,1073.4,2653,648
img_7495,1331.4,2511,767
img_7496,1299.2,1643,839
img_7497,1342.1,2583,646
img_7498,1006.9,1519,751
img_7499,1245.8,1773,863
img_7500,1195.9,2694,895
img_7501,1431.2,5286,758
img_7502,1765.4,2725,1067
img_7503,1113.8,1826,851
img_7504,1334.2,2502,894
img_7505,1068.5,1231,803
img_7506,1067.3,1987,645
img_7507,1145.2,2406,719
img_7508,2420.9,15432,669
img_7509,2122.8,6712,1045
img_7510,963.2,1631,681
img_7511,1450.5,1958,774
img_7512,1030.5,2023,620
img_7513,1499.8,5118,790
img_7514,1023.4,1462,776
img_7515,991.6,1421,733
img_7516,1825.8,8480,614
img_7517,1220.4,1660,831
img_7518,1058.6,1699,783
img_7519,1955.7,5067,1030
img_7520,1012.8,1590,648
img_7521,1368.3,4630,710
img_7522,1474.4,4143,893
img_7523,1143.1,1559,741
img_7524,1129.6,2768,707
img_7525,1401.0,4399,565
img_7526,1184.4,2708,583
img_7527,949.5,1430,654
img_7528,1102.3,2287,598
img_7529,1620.3,6688,652
img_7530,1442.9,2150,967
img_7531,2601.4,14649,855
img_7532,1186.7,1751,662
img_7533,3350.4,13385,1063
img_7534,969.2,1299,799
img_7535,888.2,1191,659
img_7536,1406.2,1790,1069
img_7537,1302.4,1534,982
img_7538,1220.6,4273,726
img_7539,1181.6,3152,679
img_7540,1350.3,2741,746
img_7541,910.0,1366,630
img_7542,1335.3,3469,750
img_7543,1359.0,5470,611
img_7544,1971.3,8384,815
img_7545,4863.2,20686,935
img_7546,1005.1,1572,684
img_7547,1380.0,3112,759
img_7548,1077.6,1383,767
img_7549,1080.4,1566,851
img_7550,1038.5,1766,717
img_7551,1128.6,2207,790
img_7552,1262.2,3353,614
img_7553,1042.8,1527,639
img_7554,1142.5,1960,846
img_7555,1239.5,1755,956
img_7556,1153.9,1350,879
img_7557,1147.9,2919,582
img_7558,1560.9,4753,991
img_7559,1137.1,1619,719
img_7560,1079.7,1341,879
img_7561,1176.7,1920,756
img_7562,1130.4,1721,622
img_7563,1338.4,1989,724
img_7564,1141.5,1733,415
img_7565,1114.0,1693,829
img_7566,875.7,1351,678
img_7567,1620.2,7238,724
img_7568,2182.2,13088,759
img_7569,2010.3,7422,967
img_7570,2160.2,6014,854
img_7571,1184.4,1687,671
img_7572,1096.0,1624,830
img_7573,1031.9,1389,703
img_7574,1336.8,2030,991
img_7575,1071.9,1376,719
img_7576,1241.1,1792,701
img_7577,899.3,1320,622
img_7578,930.2,1118,782
img_7579,1089.5,1455,806
img_7580,1330.1,2452,798
img_7581,1485.5,2617,982
img_7582,1270.7,3928,795
img_7583,1225.4,1631,869
img_7584,1212.2,1412,895
img_7585,1125.8,1759,749
img_7586,1086.6,1383,934
img_7587,992.5,1574,655
img_7588,1109.8,1718,854
img_7589,1944.7,5469,693
img_7590,1547.0,4304,775
img_7591,1123.5,2184,597
img_7592,1261.5,1807,815
img_7593,1094.5,1847,589
img_7594,1002.1,1304,687
img_7595,1378.6,2493,725
img_7596,1826.1,4757,763
img_7597,1023.5,1510,687
img_7598,1349.9,1918,1019
img_7599,1862.5,5906,943
img_7600,1511.6,2330,774
img_7601,1167.1,1703,865
img_7602,1258.4,4023,598
img_7603,1134.2,1871,590
img_7604,1854.3,5535,1032
img_7605,1232.8,1860,743
img_7606,938.3,1361,621
img_7607,1243.5,1615,837
img_7608,2133.5,8367,895
img_7609,1329.7,2999,828
img_7610,961.2,1222,799
img_7611,1520.4,4249,999
img_7612,1525.4,6815,726
img_7613,1040.1,1423,846
img_7614,1395.3,2335,720
img_7615,1517.4,3252,790
img_7616,1654.6,3146,1069
img_7617,1768.6,7389,638
img_7618,1059.8,1551,711
img_7619,1084.3,1639,648
img_7620,1407.5,2925,855
img_7621,1214.4,2039,914
img_7622,1275.0,4155,727
img_7623,1947.3,7590,885
img_7624,1168.8,1976,687
img_7625,2161.3,3224,1251
img_7626,1371.7,2226,973
img_7627,1557.9,4639,834
img_7628,1223.9,2462,631
img_7629,1476.8,3327,872
img_7630,1492.0,4412,837
img_7631,1064.8,1406,774
img_7632,1472.6,3230,767
img_7633,980.7,1757,742
img_7634,1113.0,2247,702
img_7635,1306.1,3095,607
img_7636,1266.5,1982,798
img_7637,1244.0,2673,687
img_7638,1483.8,3007,958
img_7639,2370.5,8528,875
img_7640,985.7,1495,721
img_7641,982.0,1111,856
img_7642,1524.8,2505,1023
img_7643,1473.0,2262,951
img_7644,1234.9,1734,815
img_7645,1086.2,1727,610
img_7646,1041.5,1647,749
img_7647,1019.6,1486,719
img_7648,1714.4,5016,990
img_7649,978.6,1520,662
img_7650,1309.9,2678,670
img_7651,1264.3,1933,787
img_7652,1304.6,2387,782
img_7653,1905.7,4738,922
img_7654,1131.1,3750,573
img_7655,1331.8,1837,826
img_7656,1174.3,1966,782
img_7657,940.8,1417,684
img_7658,1502.2,4748,647
img_7659,1186.1,1784,830
img_7660,964.2,1292,709
img_7661,1823.1,6871,998
img_7662,1598.3,3695,965
img_7663,920.9,1167,658
img_7664,1039.7,1479,782
img_7665,2545.8,14924,566
img_7666,1113.7,1692,958
img_7667,1076.1,1643,705
img_7668,1402.4,3062,726
img_7669,1622.5,4248,826
img_7670,1116.2,1631,823
img_7671,1013.6,1214,778
img_7672,1369.6,3000,687
img_7673,2672.7,10221,789
img_7674,1143.7,2240,527
img_7675,1437.9,4776,734
img_7676,1649.2,3664,791
img_7677,1462.3,4676,750
img_7678,989.7,1758,692
img_7679,1205.7,2288,823
img_7680,962.7,1471,751
img_7681,1507.8,2759,900
img_7682,1009.1,1718,766
img_7683,1513.3,3912,862
img_7684,1265.0,1658,943
img_7685,883.4,1142,572
img_7686,1092.0,1920,599
img_7687,989.6,1774,711
img_7688,1234.9,2420,783
img_7689,1012.7,1294,775
img_7690,1111.8,1534,799
img_7691,1342.5,2182,871
img_7692,2149.5,5154,787
img_7693,1236.8,2540,678
img_7694,1101.3,1893,679
img_7695,1057.1,1311,903
img_7696,1198.1,2380,725
img_7697,1513.6,3983,757
img_7698,1181.4,2503,802
img_7699,995.5,1383,716
img_7700,1157.9,2239,551
img_7701,1307.9,3640,694
img_7702,1502.3,3767,749
img_7703,1475.7,2456,1102
img_7704,2290.9,5815,822
img_7705,1271.7,2753,686
img_7706,1471.7,4304,656
img_7707,1642.0,6295,750
img_7708,3206.0,21590,638
img_7709,1047.3,1869,724
img_7710,1052.2,1524,751
img_7711,1444.5,4054,830
img_7712,1320.9,3133,905
img_7713,1342.1,2023,898
img_7714,1212.0,2976,646
img_7715,1781.9,4702,974
img_7716,1130.2,2135,787
img_7717,1527.2,5179,672
img_7718,2213.1,7903,871
img_7719,1081.2,1465,797
img_7720,2095.1,4337,1294
img_7721,1569.8,5701,942
img_7722,1594.5,5590,1018
img_7723,1917.8,7525,725
img_7724,2022.5,3723,1135
img_7725,1139.7,1814,591
img_7726,1388.1,2522,871
img_7727,1225.4,1475,910
img_7728,2065.4,4176,407
img_7729,892.8,1510,687
img_7730,1161.3,2472,870
img_7731,895.1,1342,604
img_7732,1349.5,1677,1062
img_7733,1479.4,2399,831
img_7734,1134.5,2046,701
img_7735,1295.2,2076,799
img_7736,1149.4,2852,615
img_7737,1243.1,2302,775
img_7738,874.2,1083,598
img_7739,1336.5,2215,742
img_7740,1135.3,1621,943
img_7741,1132.9,1334,782
img_7742,1346.5,3320,478
img_7743,1550.7,4800,638
img_7744,1281.3,1790,911
img_7745,1180.5,3799,678
img_7746,985.8,1288,714
img_7747,1240.4,2471,949
img_7748,921.1,1622,695
img_7749,1227.7,2188,687
img_7750,1182.9,1581,907
img_7751,971.9,1261,633
img_7752,1245.4,3231,708
img_7753,1691.3,3562,737
img_7754,1138.4,2455,576
img_7755,1035.8,1359,871
img_7756,1130.3,2139,799
img_7757,1668.6,4155,847
img_7758,1190.8,2804,710
img_7759,1013.3,1560,613
img_7760,1210.8,2854,712
img_7761,1340.2,1614,1147
img_7762,2024.7,5263,950
img_7763,996.9,1197,780
img_7764,942.1,1344,701
img_7765,1417.5,3404,934
img_7766,1083.7,1795,655
img_7767,1415.8,3048,732
img_7768,1147.1,2791,662
img_7769,1318.4,2445,862
img_7770,1031.9,1958,751
img_7771,2256.3,6979,857
img_7772,1457.1,4522,686
img_7773,999.0,1709,692
img_7774,907.1,1038,735
img_7775,1162.9,2381,495
img_7776,1165.5,1855,816
img_7777,1357.9,2311,950
img_7778,1048.9,1375,759
img_7779,1307.4,2263,932
img_7780,1029.8,1384,774
img_7781,1142.3,2023,725
img_7782,1076.5,1874,623
img_7783,1432.2,2471,846
img_7784,1232.6,1919,950
img_7785,1073.3,1781,734
img_7786,1073.7,1350,812
img_7787,1321.0,2826,628
img_7788,1440.9,2573,941
img_7789,1216.0,1732,815
img_7790,1465.2,3606,671
img_7791,2031.1,9646,788
img_7792,1195.6,2551,766
img_7793,1099.7,1745,799
img_7794,1148.4,2363,751
img_7795,1185.0,3233,566
img_7796,1151.7,1976,794
img_7797,986.0,1894,616
img_7798,1727.3,8051,711
img_7799,978.7,1350,793
img_7800,1005.8,1271,743
img_7801,1325.1,2391,820
img_7802,1090.7,2077,759
img_7803,1182.5,2844,725
img_7804,1638.6,3858,632
img_7805,1232.5,1565,864
img_7806,1157.3,1447,878
img_7807,1052.5,1332,661
img_7808,1130.2,1870,725
img_7809,1070.2,1928,621
img_7810,923.0,1583,589
img_7811,1214.7,1783,823
img_7812,1566.8,2478,918
img_7813,1876.0,7674,749
img_7814,1195.4,2030,744
img_7815,1088.7,1332,759
img_7816,1331.5,1805,655
img_7817,915.1,1307,631
img_7818,1361.9,4377,566
img_7819,1434.2,3966,671
img_7820,1182.5,1438,935
img_7821,1031.2,1213,831
img_7822,1162.0,1959,745
img_7823,892.6,1078,679
img_7824,1200.8,1750,751
img_7825,1352.4,2383,870
img_7826,1291.0,2606,750
img_7827,999.1,1847,750
img_7828,985.6,1545,634
img_7829,1127.1,1519,743
img_7830,1219.3,2023,868
img_7831,1289.7,2653,786
img_7832,1121.6,1615,896
img_7833,1028.2,1932,763
img_7834,1059.8,1816,488
img_7835,950.2,1815,710
img_7836,1152.4,3041,695
img_7837,1115.4,2240,710
img_7838,1317.8,2536,663
img_7839,1274.6,3386,566
img_7840,1130.1,1621,767
img_7841,908.9,1255,708
img_7842,1760.1,3312,844
img_7843,1181.5,1837,796
img_7844,1537.5,3575,607
img_7845,980.6,1894,662
img_7846,1081.3,1877,710
img_7847,992.2,1847,659
img_7848,1082.6,2284,575
img_7849,1131.0,2287,823
img_7850,1209.2,2181,671
img_7851,1046.3,1389,663
img_7852,1566.8,2791,775
img_7853,1187.3,2071,701
img_7854,1077.5,1831,766
img_7855,1005.1,1727,639
img_7856,1193.7,2078,973
img_7857,1393.1,2015,811
img_7858,860.3,1078,551
img_7859,1480.5,4768,719
img_7860,1090.9,1853,604
img_7861,971.9,1471,622
img_7862,996.2,1446,626
img_7863,1132.5,2008,583
img_7864,1250.6,1934,783
img_7865,1273.4,2983,750
img_7866,1965.2,7364,983
